# 二简词
be	表示
bsviuu	䩗
bsviv	覇
bsvivi	覇
bsvo	坝
bsvoao	坝
bsvov	坺
bsvovi	霸
bsvovu	坺
bsvu	朳
bsvua	夿
bsvuai	夿
bsvuao	犮
bsvuoo	朳
bsvv	耙
bsvva	鿱
bsvvai	耙 鿱
bsvvi	䎬
bsvvia	䎬
bsvvo	欛
bsvvoa	欛
bw	被
bwa	贝
bwaa	𬇙
bwaaoo	𬇙
bwai	陂
bwaiau	陂
bwaoo	贝
bwau	𫝦
bwauao	𫝦
bwav	臂
bwavi	鐾
bwavio	鐾
bwavuu	臂
bwi	北
bwia	骳
bwiaau	骳
bwiau	㽡
bwiaui	㽡
bwii	蓓
bwiii	僃
bwiiio	蓓
bwiiiu	僃
bwiiu	偹
bwiiua	偹
bwiiv	偝
bwiivv	偝
bwio	倍
bwioa	钡
bwioao	钡
bwiovo	倍
bwiu	揹
bwiua	俻
bwiuao	俻
bwiuiv	揹
bwiv	背
bwiva	邶
bwivai	邶
bwivo	悲
bwivoa	悲
bwivua	北
bwivuu	背
bwivv	辈
bwivva	辈
bwo	呗
bwoa	褙
bwoaau	被
bwoaiv	褙
bwoaoo	呗
bwoi	昁
bwoivi	昁
bwoo	悖
bwoouo	悖
bwou	焙
bwouov	焙
bwouv	糒
bwouvi	糒
bwov	庳
bwovui	庳
bwu	备
bwua	惫
bwuaa	狈
bwuaao	狈
bwuaia	备
bwuaoa	惫
bwui	卑
bwuiu	鹎
bwuiua	鹎
bwuiuo	卑
bwuo	勃
bwuoa	孛
bwuoai	孛
bwuoau	勃
bwuoo	愂
bwuooa	愂
bwuv	箄
bwuvui	箄
bwv	杯
bwva	𪱷
bwvaoo	𪱷
bwvi	鞴
bwvia	鞁
bwviau	鞁
bwvivi	鞴
bwvo	棓
bwvovo	棓
bwvu	碑
bwvui	椑
bwvuia	盃 椑
bwvuo	碚
bwvuov	碚
bwvuui	碑
bwvv	琲
bwvviv	琲
bwvvu	桮
bwvvui	柸 杯 桮
bxo	𰻝
bxoooa	𰻝
bz	报
bza	剥
bzaa	剝
bzaaii	剝
bzai	孢
bzaiua	孢
bzao	瀑
bzaoiv	瀑
bzau	媬
bzauio	媬
bzavii	剥
bzi	保
bzii	薄
bziiav	薄
bziii	葆
bziiio	葆
bziiiu	菢
bziiu	苞
bziiua	苞
bzio	堡
bzioi	儤
bzioiv	儤
bzioo	煲
bzioou	煲
bziou	铇
bzioua	铇
bziovo	堡
bziovv	保
bziu	抱
bziua	佨
bziuaa	佨
bziuai	报
bziuua	抱
bziv	龅
bzivua	龅
bzo	宝
bzoa	褓
bzoaio	褓
bzoao	嘐
bzoaov	嘐
bzoi	暴
bzoia	曓
bzoiai	曓
bzoio	曝
bzoioi	曝
bzoiu	趵
bzoiua	趵
bzoivi	暴
bzoo	嚗
bzooa	寳
bzooao	寳
bzooiv	嚗
bzooo	宲
bzooov	宲
bzoou	寚
bzooua	怉
bzoouv	寚
bzoovv	宝
bzou	爆
bzouoi	爆
bzouu	炮
bzouua	炮
bzov	褒
bzovio	褒
bzovu	襃
bzovui	襃
bzu	包
bzua	饱
bzuaa	勹
bzuaav	包
bzuai	刨
bzuaii	勽 刨
bzuau	鲍
bzuaua	鸨 饱 鲍
bzuo	豹
bzuoua	豹
bzuu	胞
bzuuaa	胞
bzuuo	㼎
bzuuoi	忁
bzuuov	㼎
bzv	雹
bzvo	堢
bzvoio	堢
bzvoua	雹
bzvu	枹
bzvuaa	枹
bzvv	虣
bzvviv	虣
bzvvu	珤
bzvvuv	珤
c	才
cb	催
cba	翠
cbaa	缞
cbaao	𮉬
cbaaov	濢 缞 𮉬
cbai	漼
cbaiai	漼
cbao	淬
cbaoov	翠
cbaovi	淬
cbi	崔
cbia	嶉
cbiaio	崔
cbiaoi	嶉
cbii	萃
cbiiai	催
cbiiov	萃
cbio	倅
cbiovi	倅
cbiu	摧
cbiua	伜
cbiuau	伜
cbiuia	摧
cbo	啐
cboa	襊
cboaoi	襊
cboo	悴
cbooi	慛
cbooia	慛
cbooov	悴
cboou	忰
cbooua	忰
cboovi	啐
cbou	粹
cboui	熣
cbouia	熣
cbouo	焠
cbouov	粹 焠
cbouu	粋
cbouua	粋
cbov	瘁
cbova	啛
cbovav	啛
cbovi	衰
cbovia	凗 衰
cbovov	瘁
cbovu	疩
cbovua	疩
cbovv	𱂯
cbovvu	𱂯
cbu	脆
cbua	獕
cbuaia	獕
cbui	皠
cbuii	膵
cbuiia	皠
cbuiio	膵
cbuo	脺
cbuovi	脺
cbuu	脃
cbuuaa	脃
cbuuav	脆
cbuv	毳
cbuvuv	毳
cbv	璀
cbvi	槯
cbviai	槯
cbvo	榱
cbvoi	墔
cbvoia	墔
cbvov	椊
cbvovi	榱 椊
cbvvia	璀
cd	凑
cda	湊
cdavvv	湊
cdi	傶
cdivui	傶
cdovvv	凑
cdu	腠
cduvvv	腠
cdv	辏
cdvavv	辏
cdvv	楱
cdvvvv	楱
ce	测
cea	𰌇
ceaaoi	测
ceauvv	𰌇
cei	侧
ceia	冊
ceiaoi	侧
ceiau	畟
ceiaua	畟
ceiavi	冊
ceii	萗
ceiioo	萗
ceiu	拺
ceiuvi	拺
ceo	恻
ceoo	憡
ceooao	恻
ceoouv	憡
ceov	廁
ceovao	廁
ceu	册
ceuaua	册
ceuv	策
ceuvo	筞
ceuvoo	筞
ceuvv	箣
ceuvvi	策 箣
ceuvvo	䇲
cev	厕
cevi	敇
ceviuv	敇
cevo	墄
cevovu	墄
cevu	栅
cevuao	厕
cevuau	栅
cf	参
cfa	骖
cfaaao	骖
cfai	湌
cfaioa	湌
cfaiv	澯
cfaivu	澯
cfao	㕘
cfaoi	𠫭
cfaoii	㕘
cfaoiu	叅 𠫭
cfaouu	参
cfaov	叄
cfaovv	叄
cfau	嬠
cfauoo	嬠
cfav	孱
cfavai	孱
cfi	餐
cfia	黪
cfiaa	㟥
cfiaao	黪 㟥
cfiao	𫢺
cfiaov	𫢺
cfii	儏
cfiivu	儏
cfiu	掺
cfiuao	掺
cfiuv	𰓼
cfiuva	𰓼
cfiv	粲
cfiva	㛑
cfivau	𡛝 㛑
cfivio	餐
cfivou	粲
cfivu	𮬞
cfivua	歺 𮬞
cfo	惨
cfoa	𰇼
cfoai	䗝
cfoaia	䗝
cfoaov	𰇼
cfoi	喰
cfoioa	喰
cfoo	惭
cfooao	惨
cfoov	憯
cfoova	惭 憯
cfou	灿
cfoui	爘
cfouia	灿
cfouiv	爘
cfouv	𰉄
cfouvi	𰉄
cfov	飡
cfovio	飡
cfu	䅟
cfuv	𥮾
cfuvao	䅟 𥮾
cfv	残
cfva	朁
cfvai	𪮃
cfvaiu	𪮃
cfvao	𰑧
cfvaoa	𰑧
cfvaoi	朁
cfvuvv	残
cfvv	蚕
cfvvi	璨
cfvvia	䗞 䘉 蚕
cfvviv	璨
ch	菜
cha	财
chaa	𮉯
chaau	䌽
chaaua	𮉯
chaauo	䌽
chaovi	财
chau	婇
chauuo	婇
chi	蔡
chia	睬
chiauo	睬
chii	偲
chiiav	偲
chiiua	蔡
chiiuo	菜
chiu	採
chiuo	倸
chiuoo	倸
chiuuo	採
cho	踩
choi	跴
choiuo	踩
choivi	跴
choo	寀
choouo	寀
chou	啋
chouoo	啋
chu	采
chua	猜
chuavv	猜
chuo	彩
chuoo	裁
chuooi	㒲
chuoov	裁
chuouu	彩
chuovv	采
chuv	毝
chuvuu	毝
chv	材
chviuu	才
chvo	埰
chvouo	埰
chvu	棌
chvuoo	棌
chvv	𧚝
chvviu	材
chvvov	𧚝
cj	粗
cja	娕
cjau	媨
cjauou	媨
cjauvi	娕
cji	促
cjii	蔟
cjiiov	蔟
cjioiv	促
cjo	蹴
cjoi	踧
cjoiiv	踧
cjoio	踀
cjoioi	踀
cjoiov	蹴
cjoo	憱
cjooi	怚
cjooia	怚
cjooov	憱
cjoov	噈
cjoovo	噈
cjouia	粗
cjov	卒
cjovii	卒
cjovo	麤
cjovoi	蹵
cjovov	麤
cjovv	瘄
cjovvi	瘄
cju	簇
cjua	猝
cjuao	麁
cjuaov	猝 麁
cjuau	卆
cjuauo	卆
cjuu	徂
cjuuia	徂
cjuv	觕
cjuvov	簇
cjuvua	觕
cjv	醋
cjvi	酢
cjviuv	酢
cjvivi	醋
cjvo	𱋾
cjvooi	𱋾
cjvu	蹙
cjvui	殂
cjvuia	殂
cjvuoi	蹙
cjvuv	𫖹
cjvuvu	𫖹
cjvv	𡝉
cjvvau	𡝉
ck	次
cka	赐
ckaa	𬘷
ckaaou	𬘷
ckai	泚
ckaivi	泚
ckao	濨
ckaooi	赐
ckaouv	濨
ckau	嬨
ckauou	嬨
ckav	䛐
ckavov	䛐
cki	此
ckia	伺
ckiai	骴
ckiaiv	骴
ckiao	螆
ckiaou	螆
ckiavo	伺
ckii	茨
ckiia	茲
ckiiaa	茲
ckiii	茈
ckiiiv	茈
ckiio	𰱱
ckiiov	茨 𰱱
ckiiv	莿
ckiivi	佌 偨 莿
ckio	佽
ckiovu	佽
ckiv	雌
ckiva	姕
ckivau	姕
ckivio	雌
ckivu	𫚖
ckivua	此 𫚖
cko	词
ckoa	祠
ckoaav	词 祠
ckoi	呲
ckoii	跐
ckoiiv	跐
ckoivi	呲
ckou	慈
ckoua	兹
ckouaa	兹
ckouo	糍
ckouoa	慈
ckouou	糍
ckouu	鹚
ckouua	鹚
ckouv	差
ckouva	甆
ckouvi	差
ckov	瓷
ckova	乲
ckovaa	乲
ckovi	疵
ckovio	餈
ckoviv	庛 疵
ckovo	粢
ckovou	粢
ckovov	玆
ckovua	次
ckovv	垐
ckovva	瓷
ckovvo	垐
cku	辞
ckuo	辤
ckuoi	蛓
ckuoia	蛓
ckuoov	辤
ckuvov	辞
ckv	刺
ckva	柌
ckvavo	柌
ckvi	朿
ckviai	朿
ckviii	刺
ckvo	刾
ckvoii	刾
ckvoo	䨏
ckvoov	䨏
ckvov	栨
ckvovu	栨
ckvu	磁
ckvuou	磁
ckvv	玼
ckvvi	栜
ckvvia	栜
ckvviv	玼
cl	错
cla	𬘷
claaou	𬘷
cli	搓
clia	嵯
cliao	嵳
cliaou	㽨 嵯 嵳
clii	莝
cliii	剉
cliiii	莝 剉
cliiiv	侳
cliio	蒫
cliiou	蒫
cliiu	夎
cliiua	夎
clio	锉
clioii	锉
cliovi	错
cliu	挫
cliuii	挫
cliuo	撮
cliuoi	撮
cliuou	搓
cliuv	措
cliuvi	措
cliv	鹾
clivi	虘
clivia	虘
clivou	鹾
clo	痤
cloa	襊
cloaoi	襊
cloi	蹉
cloiou	蹉
clou	㿷
clouau	㿷
clov	瘥
clovii	痤
clovou	瘥
clu	矬
clui	脞
cluiiv	脞
cluv	酂
cluvai	酂
cluvii	矬
clv	磋
clvi	剒
clviii	剒
clvu	厝
clvuou	磋
clvuvi	厝
clvv	瑳
clvvi	棤
clvvii	棤
clvvou	瑳
cn	岑
cna	涔
cnai	汵
cnaiai	涔
cnaioa	汵
cnao	参
cnaoi	㕘
cnaoii	㕘
cnaoiu	叅
cnaouu	参
cnaov	叄
cnaovv	叄
cni	㟥
cnia	㞥
cniaao	㟥
cniaio	岑
cniauo	㞥
cp	藏
cpa	沧
cpai	濸
cpaiaa	沧
cpaiii	濸
cpi	仓
cpia	鸧
cpiaaa	仓
cpiai	嵢
cpiaia	嵢
cpiaua	鸧
cpii	苍
cpiia	伧
cpiiaa	伧
cpiiia	苍
cpiiv	蔵
cpiivu	藏 蔵
cpiv	仺
cpivav	仺
cpu	舱
cpuuia	舱
cpv	臧
cpva	匨
cpvaiv	匨
cpvuvi	臧
cr	曾
cra	层
cravvv	层
cri	嶒
cria	䁬
criaou	嶒 䁬
cro	蹭
croi	㬝
croiou	蹭 㬝
croo	噌
crooui	噌
crou	曽
crouoi	曾 曽
crouu	㣒
crouuu	㣒
crov	竲
crovou	竲
cru	䉕
crua	𭦌
cruaoi	𭦌
cruvou	䉕
cs	擦
csa	遪
csaooa	遪
csi	拆
csia	𫢺
csiaov	𫢺
csiu	攃
csiuii	攃
csiuoo	擦
csiuuu	拆
cso	嚓
csoooa	嚓
csv	礤
csvu	䃰
csvuii	礤
csvuo	夻
csvuoo	䃰 夻
ct	窜
cti	攒
ctia	𰏁
ctiauv	𰏁
ctio	镩
ctiooo	镩
ctiu	撺
ctiuoo	撺
ctiuuv	攒
ctiuv	攅
ctiuvv	攅
cto	蹿
ctoioo	蹿
ctooia	窜
ctou	熶
ctouoi	熶
ctu	篡
ctui	爨
ctuivv	爨
ctuo	汆
ctuoaa	汆
ctuv	酂
ctuvai	酂
ctuvao	篡
ctuvu	簒
ctuvua	簒
ctv	𪴙
ctvu	殩
ctvuiv	殩
ctvuvi	𪴙
ctvv	櫕
ctvvvu	櫕
cw	存
cwa	皴
cwao	澊
cwaoau	皴
cwaouv	澊
cwav	洊
cwavui	洊
cwi	侟
cwiu	拵
cwiuvu	拵
cwivui	侟
cwo	忖
cwoi	蹲
cwoia	踆
cwoiao	踆
cwoiou	蹲
cwoovi	忖
cwov	吋
cwovio	吋
cwovv	𤭢
cwovva	𤭢
cwv	村
cwva	邨
cwvaai	邨
cwvi	寸
cwvii	刌
cwviii	刌
cwvioo	寸
cwvo	壿
cwvoou	壿
cwvuai	存
cwvvio	村
cy	从
cya	淙
cyaa	骢
cyaau	𰬥
cyaaui	骢
cyaauo	𰬥
cyai	孮
cyaia	潀
cyaiai	潈 潀
cyaii	𰛏
cyaiii	𰛏
cyaiio	灇
cyaioo	孮
cyaooa	淙
cyau	婃
cyaui	漗
cyauia	潨 漗
cyauoo	婃
cyi	丛
cyia	㞱
cyiaoi	㞱
cyiav	𠕁
cyiavi	𠕁
cyii	葱
cyiii	苁 从
cyiiii	苁
cyiiu	蔥
cyiiua	葱
cyiiui	蔥
cyiiv	藂
cyiivi	藂
cyiivv	丛
cyio	𫓩
cyioii	𫓩
cyo	悰
cyoi	暰
cyoiii	暰
cyoo	憁
cyooa	𰷥
cyooao	𰷥
cyoooo	悰
cyoou	愡
cyooua	愡
cyooui	憁
cyou	熜
cyoui	燪
cyouii	爜 燪
cyouu	焧
cyouui	熜
cyouuo	焧
cyu	匆
cyua	怱
cyuaoa	怱
cyuau	匇
cyuaua	匇
cyuauu	匆
cyui	囱
cyuio	悤
cyuioa	悤
cyuiu	囪
cyuiua	囱
cyuiuu	囪
cyuo	忩
cyuooa	忩
cyuu	従
cyuui	徔
cyuuii	徔
cyuuo	徖
cyuuoo	徖
cyuuou	従
cyv	聪
cyvi	枞
cyvii	欉
cyviii	枞
cyviio	欉
cyviou	聪
cyviu	聡
cyviuo	聡
cyvu	棇
cyvua	楤
cyvuau	楤
cyvui	樬
cyvuia	樬
cyvuoa	棇
cyvv	琮
cyvvi	𪻐
cyvvii	𪻐
cyvvoo	琮
cyvvu	璁
cyvvui	璁
cyvvv	樷
cyvvvi	樷
cz	草
cza	漕
czaa	𮪤
czaaii	𮪤
czai	屮
czaia	艸
czaiai	艸
czaiii	屮
czavia	漕
czi	操
czia	螬
cziav	嶆
cziavi	螬 嶆
czii	艹
cziii	艹
cziioi	草
cziu	𢮥
cziua	撡
cziuao	𢮥 撡
cziuoo	操
cziv	傮
czivia	傮
czo	糙
czoo	懆
czooa	慅
czooao	慅
czooi	愺
czooii	愺
czoooo	懆
czoov	慒
czoovi	慒
czouuv	糙
czov	嘈
czovia	嘈
czu	艚
czuo	肏
czuoia	肏
czuuvi	艚
czv	曹
czvi	曺
czvioi	曹 曺
czvu	𥕢
czvuvi	𥕢
czvv	槽
czvvia	槽
d	的
db	对
dba	队
dbaa	㳔
dbaai	濻
dbaaii	濻
dbaaov	㳔
dbai	陮
dbaia	𬉋
dbaiav	𬉋
dbaiii	队
dbaiio	陮
dbao	怼
dbaooa	怼
dbaovi	对
dbau	𬉏
dbauvi	𬉏
dbi	镦
dbia	嵟
dbiavu	嵟
dbio	𬭚
dbioov	镦 𬭚
dbiu	㨃
dbiuov	㨃
dbo	兑
dboa	祋
dboao	嚉
dboaov	嚉
dboaua	祋
dboo	啍
dbooo	憞
dbooov	憞
dboovo	啍
dbouua	兑
dbov	憝
dbovoa	憝
dbovu	敦
dbovuv	㪟 敦
dbovv	対
dbovvi	対
dbu	追
dbua	𫗰
dbuaui	𫗰
dbui	𠂤
dbuiav	𠂤
dbuioa	追
dbuo	兌
dbuou	兊
dbuoua	兌 兊
dbv	堆
dbvo	㙂
dbvoio	堆
dbvoou	㙂
dbvou	垖
dbvoui	塠 垖
dbvu	碓
dbvuio	碓
dbvuu	𩈜
dbvuui	𩈜
dbvv	䨺
dbvvvv	䨺
dc	掉
dca	刁
dcaa	汈
dcaavv	汈
dcau	刟
dcaui	𠚥
dcauii	刟 𠚥
dcav	屌
dcava	弔
dcavai	𢎨 弔
dcavo	弴
dcavoi	屌
dcavov	弴
dcavv	刁
dci	钓
dcia	蛁
dciaa	虭
dciaau	蛁 虭
dciav	伄
dciava	伄
dcii	𦰏
dciiua	𦰏
dcio	铞
dciooi	铞
dciou	铫
dcioua	钓
dciouo	铫
dciuiv	掉
dco	调
dcoa	叼
dcoau	𫍥
dcoaua	调
dcoauo	𫍥
dcoavv	叼
dcoi	吊
dcoiai	吊
dcoii	𮤭
dcoiiu	𮤭
dcoo	窎
dcooua	窎
dcov	凋
dcovua	凋
dcu	雕
dcua	鸟
dcuaio	雕
dcuaoa	鸟
dcuau	鲷
dcuaua	𫛲 鲷
dcuauu	彫
dcui	鼦
dcuiau	鼦
dcuo	貂
dcuoau	貂
dcv	碉
dcvo	雿
dcvouo	雿
dcvu	奝
dcvuua	碉 奝
dcvv	琱
dcvvua	琱
dd	都
dda	陡
ddaa	绖
ddaava	绖
ddai	阧
ddaioo	阧
ddaivo	陡
ddao	叠
ddaoia	叠
ddau	㛒
ddauvo	㛒
ddav	浢
ddavoo	浢
ddi	抖
ddia	蝶
ddiao	蚪
ddiaoa	疊 畳
ddiaoi	崼
ddiaoo	螲 斣 蚪
ddiau	㲲
ddiauv	氎 㲲
ddiav	𫶇
ddiava	蜨 峌
ddiavi	幉 蝶 𫶇
ddii	蔸
ddiiui	蔸
ddiiv	荳
ddiivo	荳
ddio	钭
ddiooo	钭
ddiu	揲
ddiuoo	抖
ddiuv	佚
ddiuvi	揲
ddiuvo	𢭃
ddiuvv	佚
ddiv	鬦
ddiva	鬭
ddivaa	鬭
ddivo	侸
ddivoo	鬦 侸
ddivv	鬪
ddivvo	鬪
ddo	斗
ddoa	谍
ddoau	读
ddoauo	读
ddoavi	谍
ddoi	跌
ddoii	跕
ddoiiv	跕
ddoio	㬪
ddoioa	曡
ddoioo	㬪
ddoiu	昳
ddoiuo	唞
ddoiuv	跌 昳
ddoiv	蹀
ddoivi	蹀
ddoo	窦
ddooa	乧
ddooaa	乧
ddoou	怢
ddoouo	斗 窦
ddoouv	怢
ddoov	惵
ddoova	恎
ddoovi	惵
ddoovo	𥥷
ddou	𰚦
ddoua	吺
ddouaa	吺
ddouuv	𰚦
ddov	痘
ddova	咥
ddovao	咥
ddovav	啑
ddovi	喋
ddovii	喋
ddovo	唗
ddovoa	哋
ddovoi	唗
ddovvo	痘
ddu	兜
ddua	鲽
dduav	饾
dduavi	鲽
dduavo	饾
ddui	牒
dduiu	兠
dduiua	兜 兠
dduivi	牒
dduo	爹
dduoai	都
dduou	䏲
dduoua	爹 䏲
dduov	耋
dduova	臷 耋
dduu	瓞
dduuuv	瓞
dduv	迭
dduvo	脰
dduvoa	迭
dduvoo	脰
dduvu	篼
dduvui	篼
dduvuv	㲎
ddv	豆
ddvi	酘
ddvii	䩞
ddviiv	䩞
ddviua	酘
ddviv	鞢
ddvivi	鞢
ddvo	逗
ddvoo	枓
ddvooa	逗
ddvoou	豆 枓
ddvou	毭
ddvouv	毭
ddvov	堞
ddvova	垤
ddvovi	堞
ddvovv	戜
ddvu	碟
ddvui	𣘛
ddvuia	𣘛
ddvuii	橷
ddvuv	柣
ddvuvi	殜 碟
ddvuvv	柣
ddvv	楪
ddvva	㦶
ddvvao	㦶
ddvvi	𬰳
ddvvii	楪
ddvviv	𬰳
ddvvo	梪
ddvvoo	梪
de	得
dea	淂
deaoiv	淂
dei	锝
deiooi	锝
deo	嘚
deoi	㝵
deoivv	㝵
deouui	嘚
deov	底
deovo	恴
deovoi	恴
deovua	底
deu	德
deuiua	的
deuo	惪
deuoo	𢛳
deuooa	悳 惪 𢛳
deuu	徳
deuuoi	得
deuuuo	德 徳
deuv	脦
deuvoa	脦
dev	地
devo	棏
devoai	地
devoiv	棏
devu	㯖
devuoi	㯖
df	但
dfa	弹
dfaa	𬘘
dfaao	𱅛
dfaaoa	𬘘
dfaaou	𱅛
dfai	蛋
dfaiia	蛋
dfaio	疍
dfaioi	疍
dfao	淡
dfaoi	泹
dfaoiv	泹
dfaoo	赕
dfaoou	赕
dfaoui	淡
dfaov	𫎫
dfaovi	𫎫
dfau	澹
dfauav	澹
dfauo	妉
dfauoa	妉
dfauv	媅
dfauvi	媅
dfav	弾
dfavoo	弾
dfavou	弹
dfavu	澸
dfavuv	澸
dfi	担
dfia	眈
dfiao	黕
dfiaoa	帎 眈 黕
dfiav	嵅
dfiavi	黮
dfiavu	嵅
dfii	萏
dfiiua	萏
dfio	𫢸
dfioa	伔
dfioau	伔
dfioiv	但
dfioui	𫢸
dfiov	儃
dfiovi	儃
dfiu	掸
dfiua	儋
dfiuav	儋
dfiuo	抌
dfiuoa	抌
dfiuoi	担
dfiuou	掸
dfiuv	撢
dfiuvi	撢
dfiv	𬱗
dfivvu	𬱗
dfo	单
dfoa	诞
dfoaa	沊
dfoaaa	沊
dfoao	褝
dfoaoi	䜥
dfoaou	褝
dfoaui	诞
dfoav	禫
dfoavi	噉 禫
dfoi	旦
dfoio	暺
dfoiou	暺
dfoiu	𱉗
dfoiua	𱉗
dfoivv	旦
dfoo	惮
dfooi	呾
dfooia	𫫦 単
dfooiv	呾
dfooou	惮
dfoou	啖
dfooua	憺
dfooui	啖
dfou	郸
dfoua	啗
dfouai	郸
dfouau	啗
dfouav	噡
dfoui	唌
dfouia	单
dfouiv	唌
dfouo	𬊤
dfouou	𬊤
dfov	疸
dfova	勯
dfovau	勯
dfovi	啿
dfovia	嘾
dfovii	啿
dfovo	瘅
dfovoi	亶 㡺 疸
dfovou	瘅
dfu	丹
dfua	甔
dfuai	刐
dfuaii	刐
dfuao	觛
dfuaoi	狚 觛
dfuaov	丹
dfuau	鿕
dfuaua	鿕
dfuava	甔
dfui	躭
dfuii	蜑
dfuiia	蜑
dfuio	𣇇
dfuioa	躭
dfuioi	𣇇
dfuo	胆
dfuoiv	胆
dfuov	膻
dfuovi	膻
dfuv	氮
dfuvo	箪
dfuvou	氮 箪
dfv	耽
dfvi	聃
dfvii	耼
dfviia	聃 耼
dfvio	髧
dfvioa	耽 髧
dfvo	𰅦
dfvoa	霮
dfvoav	霮
dfvoi	柦
dfvoiv	柦
dfvoui	𰅦
dfvu	石
dfvua	枬
dfvuao	枬
dfvuo	殚
dfvuoo	石
dfvuou	殚
dfvv	丼
dfvvui	丼
dg	定
dga	奵
dgai	濎
dgaiav	濎
dgauvi	奵
dgi	盯
dgia	鼎
dgiaav	鼎
dgiav	町
dgiavi	帄 甼 嵿 盯 町
dgii	萣
dgiioo	萣
dgio	钉
dgioo	锭
dgiooo	锭
dgiou	铤
dgiouv	铤
dgiovi	钉
dgiu	掟
dgiuoo	掟
dgiv	仃
dgivii	仃
dgo	订
dgoavi	订
dgoo	啶
dgoooa	啶
dgoov	忊
dgoovi	定 忊
dgov	叮
dgovii	叮
dgovv	疔
dgovvi	疔
dgu	腚
dgua	饤
dguavi	饤
dguooa	腚
dgv	顶
dgvi	丁
dgvii	丁
dgviv	酊
dgvivi	耵 靪 酊
dgvivu	顶
dgvo	椗
dgvooa	椗
dgvu	碇
dgvuoo	碇
dgvuv	矴
dgvuvi	矴
dgvv	玎
dgvvvi	玎
dh	代
dha	逮
dhaa	绐
dhaaa	骀
dhaaao	绐 骀
dhao	怠
dhaoo	迨
dhaooa	怠 迨
dhau	瀻
dhauov	瀻
dhavoa	逮
dhi	袋
dhiu	𢯊
dhiuui	𢯊
dhiv	贷
dhiva	𥿝
dhivaa	𥿝
dhivao	代 贷
dhivi	黛
dhivia	岱 侢 帒 黛
dhivov	袋
dhivv	傣
dhivvo	垈
dhivvv	柋 傣
dho	呆
dhoa	诒
dhoaao	诒
dhoau	襶
dhoauo	襶
dhoi	曃
dhoiav	曃
dhoo	懛
dhoovo	懛
dhov	呔
dhovu	𠯪
dhovua	𠯪
dhovuo	呔
dhovv	𰏼 呆
dhovvi	𰏼
dhu	待
dhua	㶡
dhuaou	㶡
dhuo	戴
dhuoi	黱
dhuoia	戴 黱
dhuuvo	待
dhv	带
dhva	轪
dhvav	棣
dhvavu	𮷗 轪
dhvavv	棣
dhvi	帯
dhviia	带 帯
dhvo	埭
dhvoav	埭
dhvu	歹
dhvua	殆
dhvuao	歹 殆
dhvui	㞭
dhvuia	㞭
dhvuo	大
dhvuoo	大
dhvv	玳
dhvva	叇
dhvvav	叇
dhvvi	甙
dhvvia	𢨚
dhvvii	甙
dhvviv	玳
dhvvv	瑇
dhvvvv	瑇
dj	读
dja	渡
djaa	𱄿
djaaaa	𱄿
djai	叾
djaioo	叾
djao	赌
djaou	𭣧
djaouo	赌
djaouv	𭣧
djaovu	渡
djau	妒
djauo	渎
djauoa	妒 渎
djauu	𪥿
djauuo	𪥿
djauv	妬
djauvu	妬
djav	厾
djavo	𡰪
djavoa	厾
djavoo	涜 𡰪
djavv	㞘
djavvu	㞘
dji	督
djia	睹
djiai	髑
djiaia	髑
djiau	黩
djiauo	帾 睹 黩
djii	芏
djiivo	芏
djio	镀
djioov	镀
djiov	𬭊
djiovv	𬭊
djiu	𰂏
djiuoa	𰂏
djivia	督
djo	度
djoa	𮙋
djoaov	𮙋
djoauo	读
djoi	阇
djoia	噣
djoiai	噣
djoiu	暏
djoiuo	阇 暏
djou	嘟
djouov	嘟
djov	𰃿
djovao	度
djovi	𢾖
djovii	剫
djoviv	𢾖
djovu	𡁯
djovuo	𭇡 𰃿 𡁯
dju	独
djuaia	独
djui	牍
djuiuo	牍
djuo	都
djuoai	都
djuoi	𬢎
djuoia	𬢎
djuv	肚
djuva	笃
djuvaa	笃
djuvoo	肚
djuvu	犊
djuvuo	犊
djv	毒
djva	顿
djvavu	顿
djvi	蠹
djvia	螙
djviav	𧉓 螙
djvivu	蠹
djvo	堵
djvouo	堵
djvov	蠧
djvovu	𣫔 蠧
djvu	椟
djvua	殬
djvuao	殬
djvui	剢
djvuii	剢
djvuo	𰅥
djvuoa	椟 𰅥
djvuu	𧰵
djvuua	𧰵
djvuuo	㱩
djvv	杜
djvvaa	毒
djvvoo	杜
dk	地
dka	滴
dkaa	缔
dkaaov	缔
dkai	墬
dkaio	隄
dkaioi	隄
dkaioo	䧑
dkaiu	阺
dkaiua	阺
dkaiv	埅
dkaivo	墬 埅
dkao	翟
dkaoio	翟
dkaov	渧
dkaovo	滴 渧
dkau	涤
dkauao	涤
dkauo	嫡
dkauou	娣
dkauov	媂 嫡
dkav	𢎨
dkavai	𢎨
dkavo	坔
dkavoo	坔
dkavu	弤
dkavua	㢩 弤
dki	低
dkia	迪
dkiaa	廸
dkiaao	蝃 廸
dkiaav	埊
dkiao	睇
dkiaoa	迪
dkiaou	睇
dkiau	骶
dkiaua	䵠 骶
dkiav	䗖
dkiavi	䗖
dkiavu	𬱖 嶳
dkii	蒂
dkiii	苖
dkiiia	苖
dkiiov	蒂
dkiiu	荻
dkiiua	茋 荻
dkiiui	菂
dkio	镝
dkioov	镝
dkiou	俤
dkioua	俤
dkiov	偙
dkiovo	偙
dkiu	抵
dkiuav	低
dkiuo	提
